2020 Tract,ID,Population,Households,Male,Female,Employed,Unemployed,NLF,No education,Primary,Secondary,Graduate,Gen Z,Millennial,Gen X,Baby Boomer,Silent,Poverty Level,Low,Lower Middle,Median,Middle Middle,Upper Middle,High,HH Size,HH Num Kids
232401,CT-2324.01,3185,1108,0.48569,0.51431,0.551,0.046,0.403,0.04071,0.12175,0.47073,0.36681,0.27427,0.24201,0.20974,0.24719,0.02679,0.26048,0.06587,0.18962,0.16966,0.13972,0.13373,0.04092,3.4,0.85
232402,CT-2324.02,2656,904,0.48009,0.51991,0.639,0.007,0.354,0.04225,0.12718,0.41202,0.41855,0.22918,0.28321,0.21679,0.21679,0.05403,0.30731,0.06607,0.10611,0.1952,0.06707,0.14515,0.11311,3.37,0.6
232500,CT-2325,4372,1465,0.47906,0.52094,0.577,0.055,0.368,0.06303,0.1894,0.40295,0.34462,0.30374,0.24328,0.17045,0.23468,0.04786,0.2977,0.0999,0.10589,0.14486,0.15285,0.09091,0.10789,3.43,0.73
232601,CT-2326.01,1513,551,0.4021,0.5979,0.613,0.007,0.38,0.08019,0.24138,0.34002,0.33841,0.27463,0.24358,0.2597,0.1803,0.04179,0.28472,0.11089,0.19381,0.02398,0.25375,0.07093,0.06194,3.46,1
232602,CT-2326.02,3881,1321,0.43554,0.56446,0.547,0.052,0.401,0.0566,0.16948,0.48299,0.29094,0.29835,0.25514,0.24211,0.13535,0.06904,0.31632,0.18318,0.08609,0.14214,0.03604,0.21321,0.02302,3.65,0.96
232701,CT-2327.01,1791,577,0.43953,0.56047,0.629,0.028,0.343,0.06445,0.19263,0.49575,0.24717,0.35363,0.24309,0.24871,0.11194,0.04262,0.22022,0.1021,0.14715,0.14915,0.1962,0.13514,0.05005,4.22,1.27
232702,CT-2327.02,3365,1011,0.47366,0.52634,0.611,0.04,0.349,0.04935,0.1484,0.48077,0.32148,0.31578,0.30832,0.22739,0.11562,0.03289,0.35536,0.14314,0.05405,0.14414,0.08909,0.12513,0.08909,4.22,1.04
232800,CT-2328,3394,933,0.55473,0.44527,0.659,0.069,0.272,0.07226,0.2164,0.46762,0.24373,0.35212,0.25012,0.24663,0.13192,0.0192,0.351,0.117,0.105,0.108,0.08,0.128,0.111,4.9,1.43
234001,CT-2340.01,2276,1033,0.44432,0.55568,0.589,0.043,0.368,0.01518,0.04554,0.10137,0.8379,0.17565,0.17116,0.25368,0.28064,0.11887,0.18519,0.05806,0.09209,0.11712,0.1952,0.16517,0.18719,2.48,0.38
234002,CT-2340.02,2115,982,0.3744,0.6256,0.485,0,0.515,0.03644,0.10984,0.32431,0.52941,0.17879,0.21255,0.22641,0.26407,0.11818,0.31936,0.07186,0.2006,0.08882,0.07984,0.14671,0.09281,2.75,0.65
234200,CT-2342,2160,1162,0.41786,0.58214,0.63,0.033,0.337,0.01046,0.03189,0.17937,0.77828,0.15632,0.25567,0.27623,0.20171,0.11006,0.18781,0.02098,0.13886,0.11788,0.14486,0.18182,0.20779,2.16,0.43
234301,CT-2343.01,1550,918,0.48208,0.51792,0.696,0.045,0.259,0,0,0.11831,0.88169,0.18555,0.23786,0.29016,0.25965,0.02677,0.25325,0.02603,0.1011,0.24625,0.12112,0.08208,0.17017,2.04,0.37
234302,CT-2343.02,1881,1340,0.42304,0.57696,0.633,0.166,0.201,0.00551,0.01709,0.23374,0.74366,0.12832,0.28073,0.20649,0.3648,0.01967,0.316,0.074,0.204,0.315,0.051,0.025,0.015,1.6,0.21
234501,CT-2345.01,2364,872,0.45662,0.54338,0.614,0.107,0.279,0.02772,0.08265,0.36961,0.52002,0.29119,0.23987,0.20602,0.15917,0.10376,0.2012,0.03704,0.11512,0.18719,0.12813,0.15616,0.17518,3.34,0.88
234502,CT-2345.02,2682,1188,0.56307,0.43693,0.56,0.132,0.308,0.00878,0.02634,0.36341,0.60146,0.31142,0.26851,0.19723,0.17647,0.04637,0.424,0.018,0.134,0.093,0.012,0.185,0.134,2.67,0.52
234600,CT-2346,4134,1676,0.47895,0.52105,0.622,0.109,0.269,0.0243,0.07261,0.40109,0.502,0.2588,0.21088,0.27024,0.18951,0.07058,0.212,0.114,0.088,0.192,0.121,0.166,0.107,2.94,0.66
234700,CT-2347,3221,1357,0.48862,0.51138,0.661,0.089,0.25,0.02573,0.07756,0.42452,0.47219,0.26119,0.22555,0.2649,0.18335,0.06501,0.24625,0.15315,0.11912,0.17518,0.06406,0.15616,0.08609,2.71,0.5
234800,CT-2348,2895,1142,0.496,0.504,0.716,0.083,0.201,0.02558,0.07632,0.38903,0.50908,0.25578,0.29192,0.1588,0.25198,0.04152,0.1958,0.05894,0.0999,0.2957,0.13087,0.14186,0.07692,2.95,0.51
234901,CT-2349.01,2605,1268,0.49532,0.50468,0.625,0.129,0.246,0.02159,0.06476,0.49096,0.42269,0.34435,0.26813,0.22698,0.11872,0.04182,0.416,0.114,0.252,0.101,0,0.048,0.069,2.54,0.71
234902,CT-2349.02,3344,1843,0.45973,0.54027,0.651,0.102,0.247,0.02967,0.08938,0.44941,0.43153,0.2774,0.22181,0.21998,0.21867,0.06214,0.51548,0.16484,0.12488,0.06893,0.04795,0.04695,0.03097,2.21,0.52
235100,CT-2351,3801,1747,0.48404,0.51596,0.643,0.13,0.227,0.01127,0.03408,0.2643,0.69035,0.14032,0.25653,0.18117,0.2946,0.12738,0.168,0.082,0.033,0.133,0.18,0.222,0.182,2.41,0.28
235201,CT-2352.01,2378,943,0.4709,0.5291,0.571,0.014,0.415,0.0189,0.05722,0.33701,0.58688,0.28413,0.1847,0.23977,0.22103,0.07036,0.24076,0.08492,0.07093,0.2048,0.15185,0.16983,0.07692,2.96,0.69
235202,CT-2352.02,3577,1804,0.46706,0.53294,0.589,0.106,0.305,0.01881,0.05676,0.4674,0.45702,0.20741,0.23922,0.21188,0.26919,0.07229,0.43143,0.0991,0.08108,0.21822,0.03804,0.07407,0.05806,2.25,0.31
236001,CT-2360.01,3921,2054,0.4853,0.5147,0.661,0.073,0.266,0.00084,0.00224,0.08903,0.90789,0.12363,0.2005,0.23905,0.30821,0.12861,0.07808,0.04304,0.12513,0.14414,0.15215,0.20821,0.24925,1.99,0.1
236101,CT-2361.01,2317,1320,0.45738,0.54262,0.505,0.151,0.344,0.01157,0.0352,0.34426,0.60897,0.15391,0.17418,0.19446,0.38271,0.09475,0.503,0.15,0.133,0.05,0.055,0.081,0.028,1.99,0.27
236102,CT-2361.02,3135,1934,0.4,0.6,0.755,0.054,0.191,0.02591,0.07737,0.3289,0.56783,0.19618,0.37116,0.17916,0.23201,0.0215,0.37962,0.02198,0.11189,0.0979,0.17982,0.12687,0.08192,1.76,0.18
236203,CT-2362.03,2555,1443,0.49903,0.50097,0.622,0.062,0.316,0.03506,0.10475,0.33733,0.52286,0.25384,0.33208,0.18073,0.20635,0.02699,0.464,0.082,0.219,0.148,0.041,0.046,0,2.49,0.81
236204,CT-2362.04,2342,1239,0.42557,0.57443,0.648,0.099,0.253,0.02634,0.07953,0.44934,0.44478,0.30874,0.25909,0.21267,0.19503,0.02447,0.368,0.154,0.13,0.183,0.064,0.018,0.083,2.53,0.73
236205,CT-2362.05,2646,1281,0.46161,0.53839,0.576,0.095,0.329,0.04126,0.12379,0.38907,0.44587,0.40326,0.18925,0.22801,0.15472,0.02476,0.53353,0.12613,0.11512,0.15616,0.02703,0.01502,0.02703,2.61,0.74
236206,CT-2362.06,2266,1304,0.57048,0.42952,0.705,0.143,0.152,0.01157,0.03521,0.334,0.61922,0.22231,0.24077,0.17135,0.29133,0.07424,0.259,0.15,0.167,0.183,0.141,0.1,0,1.97,0.34
236400,CT-2364,3760,2140,0.40842,0.59158,0.712,0.053,0.235,0.00059,0.00206,0.15907,0.83828,0.17779,0.2423,0.28958,0.19872,0.0916,0.13828,0.04709,0.12124,0.13928,0.12325,0.19138,0.23948,2.04,0.37
237101,CT-2371.01,2781,992,0.45304,0.54696,0.605,0.028,0.367,0.05058,0.1513,0.47225,0.32587,0.35729,0.26767,0.20881,0.14936,0.01686,0.346,0.137,0.121,0.167,0.073,0.081,0.075,4.13,1.45
237102,CT-2371.02,3089,1008,0.4889,0.5111,0.488,0.032,0.48,0.06511,0.19534,0.48987,0.24968,0.36117,0.22178,0.22771,0.15406,0.03527,0.367,0.097,0.16,0.202,0.104,0.04,0.03,4.02,1.2
237201,CT-2372.01,3309,1046,0.51272,0.48728,0.566,0.111,0.323,0.05118,0.15314,0.5106,0.28509,0.34183,0.25529,0.21541,0.15681,0.03066,0.186,0.155,0.132,0.197,0.145,0.1,0.085,3.86,0.89
237202,CT-2372.02,3480,1237,0.46779,0.53221,0.621,0.09,0.289,0.04608,0.13861,0.46734,0.34797,0.31379,0.25618,0.20189,0.19908,0.02906,0.335,0.082,0.115,0.233,0.083,0.086,0.066,3.72,1.16
237300,CT-2373,4670,1817,0.48881,0.51119,0.676,0.064,0.26,0.02771,0.0834,0.51945,0.36944,0.24749,0.26165,0.22607,0.20346,0.06133,0.297,0.079,0.064,0.121,0.147,0.176,0.116,2.97,0.54
237401,CT-2374.01,3680,1095,0.48686,0.51314,0.615,0.068,0.317,0.05017,0.15084,0.42088,0.37811,0.29744,0.28034,0.23956,0.15409,0.02857,0.263,0.087,0.115,0.152,0.136,0.176,0.071,4.1,1.01
237402,CT-2374.02,3204,1015,0.52538,0.47462,0.675,0.059,0.266,0.03178,0.09574,0.51938,0.3531,0.25416,0.2497,0.20457,0.23812,0.05344,0.224,0.099,0.056,0.173,0.16,0.207,0.081,3.54,0.5
237500,CT-2375,2110,789,0.48607,0.51393,0.575,0.052,0.373,0.0613,0.18329,0.42488,0.33053,0.34211,0.23846,0.22308,0.15668,0.03968,0.34565,0.2018,0.21479,0.07393,0.05694,0.08991,0.01698,3.42,0.98
237600,CT-2376,3132,1165,0.48748,0.51252,0.6,0.157,0.243,0.05908,0.17685,0.54132,0.22275,0.29608,0.24424,0.20536,0.17022,0.0841,0.303,0.181,0.182,0.13,0.088,0.046,0.07,3.36,0.85
237710,CT-2377.1,3222,1093,0.4338,0.5662,0.592,0.114,0.294,0.05021,0.15108,0.43667,0.36205,0.48795,0.20015,0.23034,0.06915,0.01242,0.34134,0.10811,0.16016,0.14615,0.04304,0.15415,0.04705,4.33,1.66
237720,CT-2377.2,2363,883,0.4939,0.5061,0.54,0.014,0.446,0.06908,0.20669,0.41448,0.30975,0.40606,0.31659,0.16655,0.09566,0.01514,0.32567,0.15984,0.17682,0.13387,0.06893,0.12488,0.00999,4.35,1.95
237800,CT-2378,3155,1338,0.47646,0.52354,0.588,0.088,0.324,0.02251,0.06754,0.38236,0.52758,0.28015,0.25449,0.21943,0.14712,0.09881,0.24124,0.14715,0.12112,0.15816,0.18819,0.07508,0.06907,2.96,0.74
237900,CT-2379,3656,1389,0.47667,0.52333,0.624,0.122,0.254,0.01648,0.04978,0.3404,0.59334,0.27899,0.21085,0.24381,0.20937,0.05699,0.29329,0.04805,0.12613,0.17317,0.12513,0.13714,0.0971,3.34,0.83
238000,CT-2380,5144,2408,0.50064,0.49936,0.606,0.152,0.242,0.02215,0.06622,0.38881,0.52282,0.24872,0.135,0.23102,0.29282,0.09244,0.189,0.05,0.182,0.129,0.208,0.15,0.092,2.56,0.5
238100,CT-2381,4437,2112,0.42002,0.57998,0.627,0.038,0.335,0.01246,0.03737,0.29691,0.65326,0.21576,0.23114,0.30493,0.18873,0.05945,0.35764,0.06494,0.07892,0.22278,0.04595,0.12887,0.1009,2.48,0.45
238200,CT-2382,4948,2111,0.43979,0.56021,0.466,0.038,0.496,0.02125,0.0635,0.42375,0.4915,0.25029,0.20377,0.17232,0.25944,0.11418,0.30669,0.14685,0.13487,0.11888,0.09291,0.15884,0.04096,2.58,0.35
238310,CT-2383.1,4092,1407,0.4504,0.5496,0.578,0.032,0.39,0.05848,0.17545,0.56041,0.20566,0.33326,0.28126,0.21753,0.1268,0.04116,0.4034,0.10911,0.10911,0.12312,0.08809,0.16116,0.00601,3.65,1.04
238320,CT-2383.2,2498,1073,0.47007,0.52993,0.581,0.069,0.35,0.04974,0.14873,0.46724,0.33429,0.32202,0.30319,0.18924,0.14286,0.04269,0.372,0.133,0.138,0.125,0.097,0.135,0,3.22,1.09
238400,CT-2384,3821,1829,0.46124,0.53876,0.584,0.053,0.363,0.01094,0.0331,0.3152,0.64076,0.18134,0.24138,0.18857,0.26959,0.11912,0.25475,0.07093,0.08991,0.12587,0.17582,0.0969,0.18581,2.5,0.47
239201,CT-2392.01,2538,846,0.48554,0.51446,0.676,0.066,0.258,0.06592,0.19727,0.53125,0.20557,0.3189,0.30928,0.1866,0.17526,0.00997,0.26827,0.16517,0.15816,0.1952,0.08909,0.12412,0,3.95,1.16
239202,CT-2392.02,4572,1215,0.54828,0.45172,0.661,0.098,0.241,0.06611,0.19832,0.56868,0.16689,0.36125,0.28911,0.19679,0.135,0.01786,0.256,0.133,0.173,0.172,0.088,0.085,0.093,5.3,1.77
239310,CT-2393.1,3179,1012,0.47824,0.52176,0.671,0.09,0.239,0.06965,0.20894,0.49782,0.22359,0.36949,0.2909,0.19918,0.12291,0.01752,0.271,0.093,0.254,0.156,0.07,0.121,0.035,4.54,1.72
239320,CT-2393.2,2692,802,0.50693,0.49307,0.659,0.066,0.275,0.07429,0.22333,0.51952,0.18286,0.34617,0.2727,0.21046,0.15079,0.01989,0.24,0.067,0.217,0.177,0.132,0.102,0.065,4.4,1.31
239330,CT-2393.3,2099,705,0.56673,0.43327,0.603,0.062,0.335,0.05195,0.15523,0.55164,0.24119,0.35226,0.24074,0.2214,0.14239,0.04321,0.34,0.089,0.165,0.14,0.058,0.167,0.041,3.96,1.14
239501,CT-2395.01,2763,970,0.46136,0.53864,0.659,0.081,0.26,0.06411,0.19233,0.42933,0.31423,0.34733,0.23861,0.2181,0.1403,0.05566,0.229,0.141,0.145,0.29,0.067,0.099,0.029,3.63,1.02
239502,CT-2395.02,2879,911,0.51053,0.48947,0.64,0.056,0.304,0.05313,0.15985,0.4228,0.36421,0.38636,0.26784,0.20886,0.12169,0.01525,0.27373,0.11089,0.15485,0.17982,0.17982,0.06693,0.03397,4.38,1.47
239601,CT-2396.01,2784,890,0.50585,0.49415,0.618,0.064,0.318,0.05762,0.17329,0.57006,0.19904,0.312,0.29584,0.21349,0.12989,0.04879,0.24825,0.08509,0.17117,0.21221,0.18919,0.09109,0.003,4.12,1.21
239602,CT-2396.02,2787,910,0.51162,0.48838,0.547,0.078,0.375,0.05967,0.17857,0.53391,0.22785,0.37619,0.23721,0.22132,0.11644,0.04883,0.27972,0.14785,0.22877,0.22877,0.07692,0.01798,0.01998,4.31,1.52
239701,CT-2397.01,3271,1131,0.51794,0.48206,0.617,0.091,0.292,0.06325,0.19016,0.52253,0.22406,0.39863,0.21287,0.1964,0.16244,0.02965,0.33367,0.18838,0.21343,0.0511,0.12725,0.03507,0.0511,4.19,1.46
239702,CT-2397.02,3405,1164,0.51195,0.48805,0.521,0.097,0.382,0.05404,0.16174,0.52683,0.25739,0.35422,0.25393,0.21397,0.15494,0.02294,0.37437,0.11612,0.11211,0.18018,0.08509,0.1011,0.03103,3.74,1.15
239801,CT-2398.01,2850,940,0.47594,0.52406,0.684,0.122,0.194,0.04393,0.13223,0.44585,0.37799,0.33581,0.27389,0.21941,0.14885,0.02203,0.29271,0.1009,0.09491,0.19381,0.15085,0.06993,0.0969,3.98,1.15
239802,CT-2398.02,4396,1313,0.52826,0.47174,0.578,0.078,0.344,0.04934,0.14771,0.46661,0.33634,0.3749,0.24672,0.21685,0.14418,0.01735,0.246,0.145,0.142,0.17,0.14,0.129,0.028,4.46,1.36
240010,CT-2400.1,2964,987,0.48779,0.51221,0.547,0.104,0.349,0.06961,0.20839,0.50915,0.21285,0.35691,0.23696,0.22311,0.16475,0.01827,0.369,0.156,0.086,0.251,0.053,0.085,0,3.86,1.14
240020,CT-2400.2,4044,1248,0.48186,0.51814,0.645,0.108,0.247,0.05308,0.15892,0.52753,0.26047,0.38519,0.24734,0.21356,0.1293,0.02461,0.304,0.107,0.081,0.235,0.156,0.088,0.029,4.21,1.28
240200,CT-2402,4156,1453,0.45374,0.54626,0.616,0.1,0.284,0.04479,0.13468,0.54339,0.27714,0.35989,0.23305,0.2069,0.16605,0.03411,0.28172,0.11888,0.14186,0.2038,0.13986,0.0969,0.01698,3.78,1.14
240301,CT-2403.01,1972,899,0.44811,0.55189,0.506,0.154,0.34,0.02558,0.07734,0.53471,0.36236,0.28213,0.279,0.18764,0.17421,0.07703,0.54645,0.04795,0.07093,0.09191,0.08492,0.12188,0.03596,3.1,1.19
240302,CT-2403.02,2115,765,0.53077,0.46923,0.686,0.153,0.161,0.08906,0.26718,0.48715,0.1566,0.35417,0.27404,0.21554,0.12019,0.03606,0.36837,0.08909,0.02402,0.34234,0.07708,0.04805,0.05105,3.67,1.1
240401,CT-2404.01,4530,1591,0.45074,0.54926,0.619,0.051,0.33,0.05211,0.15604,0.531,0.26084,0.3672,0.23156,0.22266,0.14642,0.03216,0.251,0.239,0.087,0.13,0.135,0.133,0.025,3.86,1.19
240402,CT-2404.02,2676,1171,0.44291,0.55709,0.612,0.089,0.299,0.03416,0.10292,0.53348,0.32944,0.31812,0.28992,0.18219,0.15811,0.05165,0.407,0.058,0.079,0.157,0.16,0.091,0.048,3.09,1.01
240500,CT-2405,5252,1726,0.45444,0.54556,0.584,0.108,0.308,0.05436,0.16331,0.5671,0.21524,0.34207,0.29294,0.21118,0.11952,0.03429,0.378,0.071,0.148,0.154,0.108,0.094,0.047,4.08,1.36
240600,CT-2406,4320,1230,0.50584,0.49416,0.564,0.14,0.296,0.04556,0.13698,0.54409,0.27337,0.33501,0.2374,0.21711,0.10263,0.10785,0.23876,0.08891,0.16284,0.18482,0.15185,0.16284,0.00999,4.81,1.58
240700,CT-2407,4957,1673,0.47307,0.52693,0.656,0.058,0.286,0.04309,0.12954,0.48424,0.34312,0.37212,0.24052,0.20918,0.14338,0.03481,0.21522,0.07407,0.24024,0.1952,0.0971,0.09409,0.08408,3.86,1.15
240800,CT-2408,3310,1132,0.47174,0.52826,0.615,0.121,0.264,0.05624,0.16834,0.49345,0.28197,0.33237,0.26742,0.19377,0.17054,0.0359,0.308,0.072,0.207,0.196,0.084,0.086,0.047,3.94,1.24
240901,CT-2409.01,1972,597,0.51079,0.48921,0.641,0.082,0.277,0.04967,0.14837,0.46275,0.33922,0.36767,0.18278,0.24905,0.13086,0.06965,0.35,0.049,0.099,0.162,0.07,0.213,0.057,4.58,1.54
240902,CT-2409.02,2599,814,0.48145,0.51855,0.601,0.061,0.338,0.06651,0.2,0.53025,0.20323,0.31054,0.2536,0.22251,0.19208,0.02127,0.29229,0.17718,0.04304,0.24825,0.11311,0.03203,0.09409,4.64,1.66
241001,CT-2410.01,3540,1070,0.38943,0.61057,0.548,0.051,0.401,0.02761,0.08247,0.58336,0.30656,0.29772,0.22892,0.16192,0.21521,0.09622,0.28771,0.11189,0.13487,0.15884,0.15385,0.10989,0.04296,4.15,1.09
241002,CT-2410.02,3002,954,0.44278,0.55722,0.582,0.076,0.342,0.0297,0.08952,0.5664,0.31438,0.34685,0.2515,0.20982,0.16129,0.03055,0.324,0.035,0.078,0.214,0.134,0.118,0.097,4.14,1.25
241110,CT-2411.1,2586,802,0.53098,0.46902,0.642,0.032,0.326,0.05595,0.16738,0.51889,0.25777,0.33628,0.28712,0.19666,0.16421,0.01573,0.192,0.072,0.188,0.312,0.112,0.085,0.039,4.55,1.57
241120,CT-2411.2,3193,1302,0.42128,0.57872,0.559,0.077,0.364,0.06361,0.19083,0.43145,0.31411,0.35939,0.24305,0.19242,0.18333,0.02181,0.493,0.075,0.151,0.077,0.057,0.092,0.055,3.32,1.09
241201,CT-2412.01,2457,905,0.52203,0.47797,0.651,0.063,0.286,0.03752,0.11308,0.43877,0.41063,0.34945,0.20477,0.23653,0.1654,0.04385,0.303,0.078,0.101,0.198,0.118,0.138,0.064,3.51,1.03
241202,CT-2412.02,4347,1556,0.4561,0.5439,0.573,0.105,0.322,0.04056,0.12195,0.48643,0.35106,0.27964,0.27437,0.23343,0.1465,0.06606,0.35335,0.06907,0.16617,0.12112,0.08509,0.15616,0.04905,3.79,1.12
241300,CT-2413,1926,736,0.49462,0.50538,0.633,0.061,0.306,0.04061,0.12242,0.42424,0.41273,0.27733,0.30623,0.19512,0.15808,0.06323,0.28,0.109,0.106,0.121,0.167,0.166,0.051,3.4,0.92
241400,CT-2414,2823,933,0.43791,0.56209,0.647,0.04,0.313,0.04211,0.12587,0.49375,0.33827,0.35532,0.24916,0.24854,0.11783,0.02915,0.28172,0.14386,0.07592,0.20879,0.1029,0.0979,0.08891,3.93,1.15
242000,CT-2420,2996,1124,0.45729,0.54271,0.615,0.13,0.255,0.03976,0.11889,0.49105,0.3503,0.30503,0.26782,0.21812,0.18262,0.02641,0.36727,0.1477,0.14571,0.12475,0.05988,0.1008,0.05389,3.62,1.15
242100,CT-2421,1742,755,0.41451,0.58549,0.534,0.197,0.269,0.05671,0.16922,0.57606,0.19802,0.50936,0.21725,0.19078,0.07166,0.01095,0.53147,0.18781,0.06194,0.15784,0.02398,0.01598,0.02098,3.63,1.54
242201,CT-2422.01,3030,1006,0.53963,0.46037,0.543,0.079,0.378,0.0709,0.21227,0.42888,0.28795,0.36509,0.27524,0.18026,0.13149,0.04792,0.36128,0.15569,0.10679,0.18962,0.07585,0.07186,0.03892,3.99,1.11
242202,CT-2422.02,2037,723,0.49751,0.50249,0.507,0.138,0.355,0.05156,0.15396,0.55991,0.23457,0.43548,0.20849,0.23707,0.09121,0.02774,0.49351,0.11089,0.13986,0.13686,0.04695,0.04795,0.02398,3.83,1.37
242300,CT-2423,3393,1318,0.41435,0.58565,0.563,0.089,0.348,0.04629,0.13847,0.64482,0.17042,0.45014,0.23678,0.17393,0.093,0.04615,0.43,0.081,0.165,0.117,0.102,0.062,0.043,3.85,1.53
242600,CT-2426,2938,1381,0.40641,0.59359,0.491,0.155,0.354,0.04126,0.1233,0.65729,0.17815,0.43446,0.25505,0.15702,0.13545,0.01802,0.682,0.061,0.14,0.067,0.009,0.041,0,3.31,1.34
242700,CT-2427,4268,1426,0.45535,0.54465,0.552,0.033,0.415,0.06135,0.18374,0.46426,0.29065,0.33149,0.22972,0.22358,0.19681,0.01839,0.23924,0.12012,0.25125,0.15616,0.07007,0.13614,0.02703,4.03,1.16
243001,CT-2430.01,2730,751,0.48704,0.51296,0.709,0.101,0.19,0.06598,0.1984,0.52474,0.21088,0.29271,0.2421,0.25822,0.16086,0.0461,0.12687,0.07992,0.13586,0.24076,0.31768,0.06294,0.03596,4.92,1.5
243002,CT-2430.02,1952,571,0.50712,0.49288,0.687,0.141,0.172,0.06073,0.18284,0.46271,0.29373,0.37287,0.27688,0.20265,0.12031,0.0273,0.229,0.107,0.093,0.236,0.123,0.186,0.026,4.67,1.52
243100,CT-2431,4209,1457,0.46782,0.53218,0.575,0.166,0.259,0.04788,0.14331,0.5391,0.26971,0.39917,0.23221,0.20087,0.1299,0.03785,0.37463,0.17882,0.11688,0.14885,0.1029,0.07792,0,4.06,1.54
261102,CT-2611.02,3067,1487,0.53278,0.46722,0.568,0.025,0.407,0.00143,0.00464,0.12862,0.86531,0.16847,0.16395,0.2387,0.2836,0.14527,0.097,0.025,0.027,0.077,0.098,0.139,0.537,2.44,0.47
261103,CT-2611.03,1493,709,0.44959,0.55041,0.653,0.076,0.271,0.00294,0.00882,0.13088,0.85735,0.20321,0.20024,0.21509,0.28461,0.09685,0.03497,0,0.01998,0.05095,0.12587,0.13986,0.62837,2.56,0.53
261104,CT-2611.04,1369,633,0.55666,0.44334,0.612,0.047,0.341,0,0,0.05716,0.94284,0.14011,0.19721,0.19256,0.3081,0.16202,0.07493,0.01299,0.01399,0.08092,0.05994,0.09291,0.66434,2.54,0.44
261200,CT-2612,3466,1580,0.47718,0.52282,0.589,0.038,0.373,0.00284,0.00821,0.15062,0.83833,0.16324,0.18167,0.23564,0.30083,0.11862,0.05295,0.00899,0.04695,0.05095,0.08392,0.16484,0.59141,2.65,0.47
262100,CT-2621,2286,1071,0.50624,0.49376,0.553,0.06,0.387,0,0,0.14407,0.85593,0.16139,0.11787,0.20575,0.36333,0.15167,0.04595,0,0.01598,0.03097,0.10589,0.14685,0.65435,2.4,0.41
262200,CT-2622,3728,1672,0.44934,0.55066,0.579,0.026,0.395,0.00033,0.00066,0.09265,0.90636,0.26462,0.15209,0.21818,0.24226,0.12285,0.07592,0.03197,0.005,0.06793,0.05994,0.17582,0.58342,2.6,0.6
262301,CT-2623.01,2248,809,0.38174,0.61826,0.555,0.049,0.396,0.00063,0.00126,0.04801,0.95009,0.35347,0.09289,0.16276,0.25606,0.13481,0.08,0.037,0.041,0.009,0.061,0.106,0.666,2.42,0.55
262302,CT-2623.02,2470,1324,0.49172,0.50828,0.545,0.034,0.421,0.00181,0.00589,0.03486,0.95745,0.20853,0.12143,0.25696,0.28153,0.13155,0.09391,0.05694,0.02298,0.02697,0.07792,0.16783,0.55345,2.23,0.53
262303,CT-2623.03,2253,1063,0.50852,0.49148,0.569,0.016,0.415,0,0,0.08546,0.91454,0.21019,0.08297,0.25168,0.35322,0.10194,0.052,0.076,0.007,0.062,0.036,0.125,0.642,2.6,0.58
262400,CT-2624,2448,1101,0.4799,0.5201,0.503,0.017,0.48,0.0009,0.00315,0.0374,0.95854,0.19634,0.13675,0.23181,0.30091,0.13419,0.03393,0.03493,0.00699,0.06387,0.03493,0.18962,0.63573,2.77,0.69
262501,CT-2625.01,2853,1335,0.48656,0.51344,0.544,0.056,0.4,0,0,0.01871,0.98129,0.2018,0.16298,0.25634,0.25954,0.11935,0.05894,0.01299,0.06993,0.05495,0.03996,0.0989,0.66434,2.84,0.85
262601,CT-2626.01,2767,1290,0.50661,0.49339,0.633,0.04,0.327,0.00241,0.00763,0.09642,0.89353,0.21069,0.16042,0.20237,0.33782,0.0887,0.02402,0,0.03203,0.02603,0.08208,0.18519,0.65065,2.7,0.62
262604,CT-2626.04,4311,2276,0.44613,0.55387,0.552,0.016,0.432,0.00099,0.00273,0.03949,0.95678,0.20112,0.13647,0.25798,0.2488,0.15563,0.13514,0.01702,0.02703,0.06206,0.07207,0.11512,0.57157,2.43,0.62
262704,CT-2627.04,2844,1535,0.51132,0.48868,0.601,0.03,0.369,0.00121,0.00403,0.05556,0.93921,0.23401,0.16661,0.24555,0.23869,0.11513,0.11189,0.09291,0.03297,0.04595,0.09391,0.17882,0.44356,2.26,0.53
262706,CT-2627.06,2793,1343,0.43689,0.56311,0.644,0.016,0.34,0.00167,0.0046,0.08703,0.90669,0.28387,0.11349,0.24353,0.27152,0.0876,0.07908,0.02202,0.02503,0.10811,0.11512,0.13013,0.52052,2.74,0.78
262802,CT-2628.02,2592,1307,0.50201,0.49799,0.56,0.052,0.388,0,0,0.05691,0.94309,0.188,0.13349,0.19145,0.35392,0.13315,0.06394,0.02098,0.05894,0.10889,0.07193,0.06394,0.61139,2.47,0.6
264000,CT-2640,2433,1257,0.44032,0.55968,0.568,0.052,0.38,0,0,0.06065,0.93935,0.2185,0.09884,0.2845,0.24956,0.14861,0.058,0.075,0.056,0.05,0.028,0.06,0.673,2.51,0.62
264102,CT-2641.02,2835,1699,0.47638,0.52362,0.695,0.023,0.282,0.00151,0.00452,0.0892,0.90478,0.11892,0.38918,0.18545,0.18304,0.12341,0.0951,0.02102,0.07307,0.13914,0.13113,0.22523,0.31532,1.79,0.15
264103,CT-2641.03,2441,1562,0.48928,0.51072,0.869,0.064,0.067,0.00652,0.01913,0.05478,0.91957,0.12381,0.44185,0.26543,0.09454,0.07437,0.136,0,0.042,0.143,0.086,0.195,0.398,1.76,0.2
